Longitude,Latitude,flood_anytime
78.83558373553426,18.861663446573512,1
77.6544507907107,35.57071488588757,1
73.10846346258295,29.227824312530743,1
85.61073343294315,25.361096041714063,1
81.82210065475024,12.52454057283066,0
93.10532877739612,12.523841089749876,1
68.93117783397969,9.684424752877783,1
86.67216989909866,33.11910822747312,1
90.12551747683528,25.432335340553056,0
90.0251105064609,28.53410475608532,1
93.69614504577024,8.59695033457827,1
89.14197854205533,36.12738571269784,1
94.9064917877832,32.140836583212234,1
77.64704139480585,14.157834209670009,1
82.59307308579474,13.27292404900592,1
68.40831023520383,13.31873078574958,1
68.20177003179545,16.823025045826594,1
74.96367199309408,23.2179365173349,1
70.92340871703347,20.52640554062136,1
75.54612967013685,16.445645065743214,0
73.13425554132353,25.743733946949003,1
68.8270807203208,12.045321958909213,0
94.36982024577544,16.472194807521326,0
68.23847081027786,18.62449345551706,1
89.34638218577547,21.226029542294043,1
72.41228872066598,30.770102880397395,1
94.4546590379884,13.790539682592431,0
93.89108224810668,22.912798713994736,1
86.96313324470846,25.180022496999232,0
87.49479034421755,9.347061968879936,1
68.15483511712097,25.618800705141712,1
96.56127541729448,12.945199586931455,1
93.4571455036986,9.886496196573106,1
93.95808054617268,35.51768058034666,1
87.11809157447529,36.00332895916222,1
77.99882093098157,31.443523095377373,1
93.91581082362394,16.83379930602775,1
76.45399091638458,10.832491306185132,1
84.31863475692388,27.84275776885255,1
70.89219819797259,20.76442231844844,0
94.73671327384976,11.539108810498586,1
72.08234327536519,22.36013039322684,0
74.52200736618181,8.997267112341333,1
84.18589058571823,34.37029166028468,1
90.15869700617648,15.504619466400491,0
85.96118787215266,27.21314624626548,1
74.73188347120453,17.03962120659292,0
68.02734823329722,23.081972614156516,1
89.95736682891574,23.85459810095511,0
96.57101245142172,13.360779210240285,1
91.48748048887664,36.1179542051722,1
81.34599192654184,30.478851877472323,1
94.20925058057408,35.24546930536148,0
79.88558252043215,33.94999316240182,0
83.22308844306056,25.339099385521468,1
81.83676325447482,34.73435281567039,1
80.98109230730023,10.566282559505666,1
90.48053230952328,13.68350301015521,1
83.27629831081526,9.311591378405604,1
77.18479653873126,17.434579592134668,1
75.48658686209588,19.27164140099498,1
69.09467219205557,15.869121921442982,1
84.91265969460834,32.03338776540595,1
74.66888104662999,18.34584647411409,1
72.29588373847511,16.147100780934043,1
86.96106895100266,23.738186411589204,0
87.75506847682492,12.086802524268116,1
89.81249187547232,31.26371244186715,1
82.60372999381916,10.161968666713353,1
93.92758355091271,36.619721161415,0
95.1539398485486,30.395098309603064,1
91.4137572539822,13.762754764491,1
86.43221097823744,8.16014139658447,1
76.80790765414447,31.64838142519019,1
96.50540272698642,28.49886297158089,1
75.94994884856621,29.14120787318863,1
73.8770507377225,30.366840053892428,1
80.8224692998109,10.14729490028862,0
69.64837655065926,18.395506127783904,1
96.37633947548191,11.360202726228762,1
85.06457313607632,33.02999935039222,1
84.15161065826108,26.07564567799918,1
87.01809211709187,17.596042720726828,1
82.41368578553899,9.843192158294686,1
68.92984199574171,17.018487329754205,1
85.75702737637151,17.430316338775665,1
88.7690424317365,29.158579171803854,1
80.08572275809755,26.48916666930118,0
89.9615715900646,33.72916953471347,1
74.5830376808142,21.69423282969653,1
74.41702114091933,11.468233132210749,1
72.68109264293965,28.68409882946685,1
78.7878480338857,30.062766409890024,0
92.56334902628342,24.27703872951539,0
92.00944980232286,30.358048218682267,1
79.10190203094162,22.32007229456733,1
85.08444334342686,23.159252052077825,0
88.90367317777256,20.39868953239794,1
74.99499646421266,8.737154675578761,1
72.87609149094766,11.128851382805829,1
96.19078380315702,8.911446384915294,0
85.90916208307894,26.45590192664963,1
96.46105593317624,17.116323451213475,1
77.79492362683465,22.74855004377638,1
88.38791929924982,34.31942774385669,1
74.4555054596959,15.229474645317374,1
75.57480496694347,19.901104768033264,1
82.84516151681909,29.91098301774841,1
77.26892563973406,14.63514679925705,1
72.86102535137695,10.232417385034996,1
75.62354035769046,16.402792134499272,1
69.03670343951008,12.675417330366129,1
88.42828502284712,34.96123191793462,1
82.27138305548999,31.435491007368093,1
70.73304892573124,26.36870893880228,0
72.97912580072625,33.27235711544381,1
70.97350160526668,31.30649023007432,1
85.76519144000042,13.41053170769504,1
70.73210054476232,33.88421095620936,1
89.87418765802127,23.64092501555387,1
68.59481666029134,31.415764499757813,1
75.23189785188087,33.98664769778131,0
93.82933360086533,17.222100774184053,1
88.83740822554513,11.191505811302626,1
70.11608165484495,14.610119713716308,1
91.8126570300702,20.386125870161436,1
82.29801852466593,31.7224282117523,1
92.55670778789604,32.96118691443396,1
85.42145345906141,8.20161178540453,1
87.7731579289529,22.811671774749406,1
96.81154525147554,20.104919091314592,1
74.73773083179653,14.441126503651176,0
86.09442166808026,11.4760956526768,1
81.34932031166456,17.79083997070521,1
69.14410663475805,35.344381413463054,0
68.41964860358308,17.3728850286019,1
71.4576287567179,23.044928030557617,1
86.8236604756179,28.38754980796016,1
84.44772954948837,18.545258468999528,1
84.04945727374809,36.18168039890786,0
68.92384611331954,35.910971553321225,0
81.6097868944402,15.30168657893556,1
94.81406171743332,22.42020667087918,1
79.53016421000875,16.725470984686318,1
86.12275162386524,16.260374336946562,1
90.61474159307116,9.06972147328145,0
90.73383309511472,25.67736568541701,0
83.05912238946287,22.577691673636984,1
92.88060641666776,9.492883786249692,1
79.34996470754866,16.08074746286173,0
93.77210322875916,34.33971069303296,1
74.96658782547081,14.9472948293422,1
76.12627580272655,12.20195129064547,1
69.54049810177104,22.194130048049328,1
91.0718732597262,36.58386316920742,1
80.09460185074846,15.019602873833511,0
74.64438180343058,27.49193087477048,1
74.72191805088082,30.08696884453281,0
94.14059829564776,14.89148877577959,0
92.18358141337006,29.11827410974393,0
84.05239567535831,18.665710848858343,0
85.86721321205592,26.33686908721381,0
81.75544154595843,26.372361612065948,1
79.35832974348546,23.537465838168,1
94.5488295553316,10.61840333157784,1
71.64276840208876,32.2237723720879,1
80.13495690177061,17.30262188418034,0
77.99229533164839,13.409036801595771,0
82.44637088728331,9.182479105088154,0
81.27132436181007,25.135895352459013,0
83.04779641788136,27.64936649342619,1
72.05765033958284,8.481047038907828,0
82.88110354388503,22.85069869067915,1
75.03014560272912,14.5683774807402,0
73.34560912065754,26.710010921874044,0
69.88019234479954,13.05662644114475,1
90.11692420392808,28.037194404971512,1
80.39581570484023,19.215325042715584,0
86.17266681604099,35.1651696733653,1
89.10020695583756,11.988107380233805,1
